RecipeId,name,ingredients,instructions
643,Chicken and Yellow &amp; Zucchini Squash Casserole With Rosemary,"baby chickens, salt, cayenne pepper, sugar, olive oil, garlic cloves, zucchini, bay leaf, fresh rosemary, lime, zest of, lime, juice of, plum tomatoes, water","Preheat the oven to 450 degrees. Season the chicken with salt, cayenne pepper, and a pinch of sugar. Heat 2 tablespoons of the olive oil in a large roasting pan over high heat. Add the chickens, skin side down, and saute until golden, about 4 to 6 minutes. Turn them over and add the garlic, squash and zucchini slices, bay leaf, rosemary, lime zest, and salt. Drizzle 1 tablespoon of the olive oil over the casserole and carefully toss. Place the pan in the oven and roast for 15 to 20 minutes, tossing 2 or 3 times. Place the tomato slices in a bowl. Season with salt, a pinch of cayenne pepper and sugar. Toss them in 1 tablespoon of the olive oil and the lime juice and spread them over the chicken-squash casserole. Cook for 5 to 7 minutes more. Discard the bay leaf and rosemary sprigs, transfer the chicken and garnish to a large serving platter, and keep warm. Add the stock or water to the pan drippings and simmer for 3 to 4 minutes over medium heat. Add the remaining tablespoon of olive oil, mix well, and strain the sauce. Place the chickens on a platter. Arrange the vegetables over them. Spoon the sauce evenly over the warm dish."
644,Elderflower Champagne,"elderflower heads, water, boiling water, granulated sugar, lemons, white wine vinegar","Do not wash the flower, but remove any insects and the thick stalks. Place the  sugar in a very large bowl and cover with 2 pints of boiling water. Stir until  the sugar has dissolved. Then add 6 pints cold water, the rind and juice of the  lemons, the vinegar and flowers. Stir well. Cover and leave, covered, for 48  hours, stirring occasionally. Strain through a fine sieve into clean bottles  with screw tops. Leave an inch gap at the top of each bottle and screw down  well. Leave in a cool place to mature. Nice served with ice. Ready to drink in 6 weeks but it tastes better the longer it is left."
645,Crafty Crescent Lasagna,"sausage, beef, onion, tomato paste, garlic, parsley flakes, basil, oregano, salt, pepper, cream-style cottage cheese, egg, parmesan cheese, mozzarella cheese, milk, sesame seeds","Brown sausage and ground beef in skillet, stirring until crumbIy; drain. Add onion, tomato paste, garlic, parsley flakes, basil, oregano, salt and pepper. Simmer  for 5 minutes. Mix cottage cheese, egg, and Parmesan cheese in a bowl . Unroll  dough; place on cookie sheet, overlapping edges. Seal perforations and edges. Spread half the meat mixture in center. Layer cheese mixture and remaining meat mixture over top. Top with shredded Mozzarella cheese. Fold in edges to enclose filling. Brush with milk; sprinkle with sesame seeds. Bake at 375 degrees fahrenheit for 20 to 25  minutes or until deep  golden brown. Yields  6-8 servings. Kelli McEldonny, Grove, OK District Vl , Division I."
646,Cranberry Bread,"flour, baking powder, baking soda, salt, sugar, egg, raw cranberries","Sift together dry ingredients. Combine orange juice, rind, egg and salad oil. Add all at once to dry mixture. Stir just enough to moisten. Add nuts and cranberries. Bake in greased pan, 9 x 5 inches for 50 minutes in 350 degree oven."
647,Awesome Apple Bread,"eggs, sugar, vanilla, apples, flour, cinnamon, baking soda, salt, walnuts","Combine and set aside the oil, eggs, sugar, and vanilla. Sift flour, cinnamon, soda, and salt. Add dry ingredients to oil mixture gradually. Add apples and nuts. Bake in 2 regular loaf pans or 3 foil loaf pans for 1 1/2 hours at 300 degrees. Cool 10 minutes in the pan. Sprinkle with sugar, if desired. Note: I bake it at 325 degrees for about 70 minutes."
648,Cucumber Salad with Spicy Wasabi Dressing,"dry wasabi, cucumbers, distilled white vinegar, sugar, green onions, scallions, black sesame seeds, sesame seeds","Mix the wasabi with 1/2 teaspoon warm water in the bottom of a mixing bowl and let it stand for 5 minutes. Peel the cucumbers, cut each one in half lengthwise, and use a melon baller or spoon to scoop out the seeds. Cut the cucumbers widthwise into 1/4-inch crescents. Add the vinegar and sugar to the wasabi and whisk until smooth. Whisk in the sesame oil, salt, and pepper. Just before serving, add the cucumbers, green onion, and sesame seeds to the dressing and mix well."
649,Cucumbers with Lime-Chile Dressing,"kirby cucumber, green onions, tomato sauce, lime juice, lime juice, low sodium soy sauce, sugar, ginger","Small Kirby cucumbers, normally used for pickling, are called for here because  they are crunchier and less watery. You can use other cucumbers and peel them  if desired. In a medium size bowl, combine the cucumbers and green onions. In a small bowl, whisk together the chili sauce, lime juice, soy sauce, sugar, ginger and hot pepper sauce.  Pour the dressing over the cucumbers and toss to coat."
650,Curried Beef Loaf,"milk, beef, pork, onion, garlic, curry powder, salt, fresh parsley, eggs, pepper","Remove crusts from bread; tear in pieces and let soak in milk. Toss, together in a large bowl and remaining ingredients. Press lightly into a 9\, x3\, , , , , , "
651,Curried Chicken Muffins,"onions, chicken thigh fillets, curry paste, self raising flour, eggs, lemon juice, fresh coriander leaves","Preheat oven to 190 C (380F).  Grease a 12 hole muffin tin with butter and oil. Make sure to grease the top of the tin well so any mix won't stick as they rise. Heat oil in a pan and cook the onion rings over a medium heat, stirring often. Cook but DON'T brown them, adding a splash of water helps (you want them to stay white looking for effect - so they say), takes 5-10 minutes. Put the onions  aside.  3/4 will be used for presentation, chop the other 1/4. Heat the pan  again and add a little bit of oil and the chicken. Stir until it begins to turn white and then add the curry paste.  Cook slightly, adding a splash of water to  speed up the process. Cook for a further minute then remove from the heat and  stir in the yoghurt.  Let it cool slightly. Sift flour into a large bowl from a good height to aerate it well. Add the chopped onions, lemon juice, eggs,  vegetable oil, cooled curried chicken and chopped coriander and mix well. Spoon the mixture into the greased muffin tin and push the onion rigs on top by gently pressing in. Bake in preheated oven for 15-20 minutes until risen and golden. Allow to cool completely. Good picnic food. Enjoy!"
652,Curried Crab in Endive Spears,"mayonnaise, celery, onions, curry powder, Belgian endive, fresh cilantro","Combine first 4 ingredients in small bowl. Mix in crab meat. Season, to taste with pepper. (Can be prepared 8 hours ahead. Cover and refrigerate.) Place 1 heaping tsp crab mixture on base of each endive spear. Sprinkle with cilantro. Arrange on platter in spoke pattern and serve."
653,B.c. Cherry and Raspberry Preserves,"bing cherries, raspberries, granulated sugar, fresh lemon juice","Stem and pit the cherries; you should have 4 cups. In a large bowl, stir together the cherries, raspberries and sugar. Let stand at room temperature, stirring occasionally, for 2 hours. Pour the fruit into a wide, shallow, nonreactive saucepan and stir in the lemon juice. Cook over moderate heat, stirring occasionally, for 30 to 40 minutes until the mixture looks thickened and glazed. Remove a table-spoon of the preserves to a small saucer and chill in the freezer for 5 minutes. Run your finger through the mixture; if it wrinkles, it is ready to jar. If it is not ready, continue cooking for 5 more minutes and repeat the test. Sterilize four 8-ounce canning jars by washing and rinsing them in the dishwasher without detergent; keep them warm in a 250 degrees F oven. Pour boiling water over the jar lids to soften the rubber seals. Ladle the hot preserves to within 1/2 inch of the rims of the jars. Wipe the rims and seal with the hot lids and metal bands. Let cool to room temperature, then refrigerate for several weeks. Or, to store longer, process in a water bath."
655,Dijon Pesto Steak,"fresh basil, parsley, walnuts, Grey Poupon Dijon Mustard, garlic, top round steaks","Heat oven to 350 Degree F. In small bowl, combine basil or parsley, walnuts, mustard and garlic. Broil steak 5 inches from heat source, for 10 minutes, turning once. Spread top of steak with basil or parsley mixture; broil 2 to 3 minutes more or until lightly browned and beef is cooked to desired doneness. Arrange roast and all vegetables in ungreased 13x9 inch (3 quart) baking dish. Slice and serve. Prep Time: 10 minutes Cook Time: 12 to 14 minutes Cindy-Recipe Researcher http://forums.msn.com/cooking, Sprinkle with all remaining ingredients except water. Pour water over top. Cover with foil. Bake at 350 Degree F. oven for 2 to 2-1/2 hours or until beef and vegetables are tender. Serve with pan juices."
656,Dill Pickle Soup,"sour dill pickle, onion, garlic, carrot, butter, flour, fresh dill, dried dill, heavy cream, lemon juice, sour cream","Drain the pickles, reserving the juice, and slice them thinly. Melt 2 T of the butter in a frying pan and add the pickle slices, sauteeing them over medium heat for 3 min. Push the pickles t one side, add the remaining T of butter and the onions and garlic. Cook until soft and slightly browned. Incorporate the pickles and cook together for 1 min. Ad 1 cup stock and bring to a boil, scraping up any browned particles. Transfer this mixture to a medium soup pot, add the rest of the stock, the reserved pickle juice, and the carrots. Simmer uncovered for 15 min. Add the shredded port and cook 15 min more. Knead together the softened butter, flour, and dill into a ball and add it to the simmering soup, stirring to blend. Cook 2 min until the soup thickens. Remove from the heat and stir in the heavy cream. Taste and adjust seasoning, remembering that salt tends to accentuate the sour taste. If soup is not tart enough, add lemon juice to taste. Serve hot, with dollops of sour cream. Stock: this can be a well-flavored chicken or veal, or a brown stock. The author notes that using all beef stock makes the soup a bit too strong, and usually substitute half of the brown stock for chicken or veal."
657,Dinner Rolls,"milk, unsalted butter, sugar, dried yeast, fresh yeast, eggs, salt, white flour","For the glaze:- 1 egg yolk 1 Tbsp water Put the milk into a saucepan and bring just to the boil. Pour 4 Tbsp of the milk into a small bowl and let cool to lukewarm. Meanwhile cut the butter into  pieces. Add the butter and sugar to the remaining milk in the pan, stirring  occasionally, until butter is melted. Let cool to lukewarm. Sprinkle the yeast over the 4 Tbsp milk and let stand, stirring once, until dissolved, about 5  minutes. In a large bowl, beat eggs just until mixed. Add the cooled sweetened  milk, salt and dissolved yeast.  Stir in half of the flour and mix well with  your hand. Add the remaining flour, 2 ozs at a time, mixing well after each  additions. Keep adding flour until the dough pulls away from the sides of the  bowl in a ball. It should be soft and slightly sticky. Turn the dough onto a floured work surface.  Sprinkle the dough and your hands  with flour, and begin to knead by holding the dough with one hand and pushing it away from you with the other. Continue to knead by peeling the dough away from  the surface.  Give the dough a quarter turn, and knead until it is very smooth,  elastic and forms a ball, 5 - 7 minutes. If the dough sticks while kneading,  flour the work surface.  Wash the large bowl and brush it with melted butter. Put the kneaded dough in the bowl, and flip it so the surface is lightly  buttered. Cover the bowl with a damp tea towel and let the dough rise in a warm  place until doubled in bulk, about 1 - 1 1/2 hours. To Shape and Bake the Rolls:- Brush 2 baking sheets with melted butter. Turn the dough onto a lightly floured surface and knead with your hand just to knock out the air, 15 - 20 seconds. Cover the dough, and let it rest, about 5 minutes. Cut the dough in half. With your hands, roll 1 piece of the dough into a cylinder about 2 inches in diameter. Cut the cylinder into 8 equal pieces. Repeat to divide the remaining dough. To shape round rolls, cup a piece of dough under the palm of your hand, and roll the dough in a circular motion so it forms a smooth ball. Arrange 8 rolls on each baking sheet.  Cover with a dry tea towel and let rise in a warm place until doubled in bulk, about 30 minutes. Heat the oven to 425 F. Make the glaze by beating the egg yolk with the water until frothy. Brush the rolls with glaze, then bake them in the oven until golden brown, 15 - 18 minutes. Turn the rolls over and tap the bottoms with your knuckles. They should sound hollow when tapped. ******** Cheers,  Doreen Doreen Randal,  Wanganui. New Zealand."
